Epoch 0,	 train_loss 0.000630	train_ratio 0.436806	eval_loss: 0.035077	eval_ratio: 0.4959605026929982
Epoch 472,	 train_loss 0.000131	train_ratio 0.831768	eval_loss: 0.042642	eval_ratio: 0.550718132854578
Epoch 473,	 train_loss 0.000126	train_ratio 0.834330	eval_loss: 0.042956	eval_ratio: 0.5574506283662477
Epoch 474,	 train_loss 0.000124	train_ratio 0.834757	eval_loss: 0.043070	eval_ratio: 0.5498204667863554
Epoch 475,	 train_loss 0.000127	train_ratio 0.847566	eval_loss: 0.043361	eval_ratio: 0.5484739676840216
Epoch 476,	 train_loss 0.000126	train_ratio 0.832195	eval_loss: 0.043011	eval_ratio: 0.5570017953321365
Epoch 477,	 train_loss 0.000126	train_ratio 0.849274	eval_loss: 0.043076	eval_ratio: 0.553411131059246
Epoch 478,	 train_loss 0.000125	train_ratio 0.846285	eval_loss: 0.043016	eval_ratio: 0.5412926391382405
Epoch 479,	 train_loss 0.000126	train_ratio 0.826644	eval_loss: 0.043258	eval_ratio: 0.5561041292639138
Epoch 480,	 train_loss 0.000126	train_ratio 0.841161	eval_loss: 0.043261	eval_ratio: 0.5525134649910234
Epoch 481,	 train_loss 0.000124	train_ratio 0.843296	eval_loss: 0.042772	eval_ratio: 0.5516157989228008
Epoch 482,	 train_loss 0.000124	train_ratio 0.853971	eval_loss: 0.043277	eval_ratio: 0.5448833034111311
Epoch 483,	 train_loss 0.000123	train_ratio 0.848420	eval_loss: 0.043039	eval_ratio: 0.5471274685816876
Epoch 484,	 train_loss 0.000122	train_ratio 0.847993	eval_loss: 0.043199	eval_ratio: 0.5453321364452424
Epoch 485,	 train_loss 0.000124	train_ratio 0.848847	eval_loss: 0.043024	eval_ratio: 0.553411131059246
Epoch 486,	 train_loss 0.000122	train_ratio 0.847139	eval_loss: 0.043193	eval_ratio: 0.547576301615799
Epoch 487,	 train_loss 0.000126	train_ratio 0.845858	eval_loss: 0.044013	eval_ratio: 0.5327648114901257
Epoch 488,	 train_loss 0.000127	train_ratio 0.831768	eval_loss: 0.043522	eval_ratio: 0.5547576301615799
Epoch 489,	 train_loss 0.000124	train_ratio 0.839880	eval_loss: 0.043444	eval_ratio: 0.5471274685816876
Epoch 490,	 train_loss 0.000124	train_ratio 0.845004	eval_loss: 0.043664	eval_ratio: 0.5457809694793537
Epoch 491,	 train_loss 0.000123	train_ratio 0.850982	eval_loss: 0.043757	eval_ratio: 0.5439856373429084
Epoch 492,	 train_loss 0.000125	train_ratio 0.837746	eval_loss: 0.043381	eval_ratio: 0.5529622980251346
Epoch 493,	 train_loss 0.000121	train_ratio 0.852690	eval_loss: 0.043539	eval_ratio: 0.5435368043087971
Epoch 494,	 train_loss 0.000123	train_ratio 0.849701	eval_loss: 0.043697	eval_ratio: 0.5408438061041293
Epoch 495,	 train_loss 0.000124	train_ratio 0.836038	eval_loss: 0.043366	eval_ratio: 0.5511669658886894
Epoch 496,	 train_loss 0.000122	train_ratio 0.815969	eval_loss: 0.044310	eval_ratio: 0.5538599640933572
Epoch 497,	 train_loss 0.000126	train_ratio 0.855252	eval_loss: 0.043633	eval_ratio: 0.5444344703770198
Epoch 498,	 train_loss 0.000122	train_ratio 0.833476	eval_loss: 0.043212	eval_ratio: 0.5543087971274686
Epoch 499,	 train_loss 0.000122	train_ratio 0.854825	eval_loss: 0.044002	eval_ratio: 0.5511669658886894
